clip_id,hand_side,n_frames,mean_tip_mm,max_pen_mm,mean_pen_mm,jerk
hocap__subject_9__20231027_123814__seg03,right,302,18.078646208848514,0.0,0.0,0.5364557421942456
hocap__subject_9__20231027_124057__seg00,right,272,15.349224823622478,9.13406586723069,2.1570048052595934,0.43382333411635254
hocap__subject_9__20231027_124057__seg01,right,253,16.054421521472655,22.41633842373325,9.950505242950529,0.4135210868480164
hocap__subject_9__20231027_124057__seg02,right,274,15.246472990272624,35.026607000626676,17.441681404629254,0.5362831287754307
hocap__subject_9__20231027_124057__seg03,right,244,14.44961693736555,28.63157324133645,10.396755022410074,0.45726803831941737
hocap__subject_9__20231027_124926__seg00,left,317,11.480065294391565,16.86474955169428,3.7339027301142744,0.45812483011386484
hocap__subject_9__20231027_124926__seg00,right,317,17.026362415452336,26.151246670811464,8.287982758030585,0.5321070076028674
hocap__subject_9__20231027_124926__seg02,left,280,11.46559402824705,18.32291819836046,4.341031152261883,0.46790771409253173
hocap__subject_9__20231027_124926__seg02,right,280,15.886792340915928,11.97076951444711,1.925399043079828,0.48377191848343803
hocap__subject_9__20231027_124926__seg03,left,308,12.448108303246013,34.50140671420943,11.758808537762519,0.5337517444710446
hocap__subject_9__20231027_124926__seg03,right,308,19.366799842689623,43.25248682190835,7.183042893493941,0.45875525820939284
hocap__subject_9__20231027_125019__seg00,right,330,14.466313011510293,18.986939284464373,6.536530058505118,0.6674992803192448
hocap__subject_9__20231027_125019__seg02,right,301,15.912578195058424,29.229563320603177,7.965054504551429,0.6332950651045308
hocap__subject_9__20231027_125019__seg03,right,377,18.115662195392115,35.9221211349983,17.442752354379582,0.6179064750871129
hocap__subject_9__20231027_125315__seg00,right,230,11.8004923065838,10.379152627912072,4.681115751015855,0.38363865022319327
hocap__subject_9__20231027_125315__seg01,right,228,11.368649770039774,0.0,0.0,0.3891003709096829
hocap__subject_9__20231027_125315__seg02,right,225,16.885085935641765,18.22429576950365,8.12716149291446,0.4167390205076871
hocap__subject_9__20231027_125315__seg03,right,239,13.574205070485599,27.12587837015352,13.02855763005552,0.41680433689945434
